# lon,lat,eastings (GDA94 MGA55),northings (GDA94 MGA55),mean (mm/yr),std (mm/yr)
150.55,-35.20,823223.0964,6099000.9729,11.30,3.92
150.62,-35.10,830003.5510,6109868.1052,9.42,4.56
150.12,-32.53,793054.3963,6396522.0931,16.91,4.92
150.91,-32.14,868883.2544,6437343.7813,17.15,0.44
150.12,-32.53,793054.3963,6396522.0931,16.91,4.92
150.70,-34.75,838737.8702,6148441.0058,86.29,20.27
151.39,-32.93,910584.4669,6347912.2634,6.17,1.53
151.19,-32.54,893579.6449,6391957.5722,4.73,1.64
150.10,-32.57,791045.7754,6392140.1647,13.47,3.15
150.08,-32.58,789135.1581,6391085.5515,13.37,3.48
150.12,-32.53,793054.3963,6396522.0931,16.91,4.92
150.05,-32.84,785487.3843,6362327.3853,3.67,0.84
150.79,-34.65,847400.1436,6159231.0986,1049.00,0.00
150.73,-34.55,842308.4390,6170533.9978,216.07,1.86
150.51,-35.09,820010.6075,6111337.1849,15.48,9.08
150.72,-34.55,841390.2583,6170567.9001,9.31,2.54
150.70,-34.75,838737.8702,6148441.0058,86.29,20.27
151.27,-32.60,900832.4814,6384999.4106,5.00,1.58
150.09,-32.56,790138.7623,6393276.7111,13.84,2.75
150.74,-34.77,842319.0051,6146085.7209,761.00,0.00
150.75,-34.58,844021.0119,6167136.7148,98.46,3.20
151.52,-32.83,923229.6163,6358496.9126,17.41,7.23
150.79,-34.59,847650.7458,6165889.6504,8.51,3.64
150.72,-34.55,841390.2583,6170567.9001,9.31,2.54
150.78,-34.61,846649.7144,6163704.6155,15.19,5.99
150.60,-35.10,828179.5065,6109934.2769,8.17,4.03
151.27,-32.89,899532.6265,6352814.0061,2.03,1.11
150.74,-34.63,842897.1658,6161622.1416,31.31,9.33
150.68,-34.78,836783.8687,6145179.1737,34.64,8.12
150.22,-31.02,807412.9608,6563727.0273,1.58,0.56
150.60,-35.10,828179.5065,6109934.2769,8.17,4.03
150.70,-34.76,838696.9597,6147331.2734,36.10,7.37
150.36,-35.46,804937.4011,6070752.1349,7.93,2.21
151.31,-32.63,904455.0728,6381517.9642,1.66,1.96
150.74,-34.54,843267.7585,6171609.7322,9.23,2.33
150.71,-34.58,840349.6079,6167272.5609,11.87,4.02
150.85,-34.57,853242.1682,6167900.4789,7.13,2.62
150.98,-32.29,874874.5376,6420456.9553,1.06,0.69
151.36,-32.66,909013.9726,6377996.3523,1.36,1.52
150.20,-33.57,797054.1927,6280930.0865,6.24,2.49
150.10,-34.71,783923.6060,6154739.8651,6.35,2.06
150.68,-35.08,835557.8307,6111886.9008,42.29,13.23
150.12,-33.46,789992.1980,6293359.6190,19.32,6.63
150.67,-34.76,835949.4400,6147432.1620,51.46,12.94
150.16,-33.10,794921.3719,6333182.8793,2.58,0.58
150.00,-30.34,788416.6464,6639722.6209,7.78,1.09
150.23,-31.03,808335.8761,6562590.2043,1.30,0.48
150.82,-34.65,850151.4567,6159127.0600,849.36,1.92
150.10,-34.76,783752.4202,6149192.4294,4.22,0.97
150.16,-33.08,794988.2443,6335401.4853,2.35,0.53
149.98,-32.99,778462.0756,6345876.5405,2.84,0.77
150.67,-34.79,835827.6465,6144102.9978,62.48,7.78
151.40,-32.87,911798.8378,6354532.7475,4.18,1.36
150.00,-30.36,788357.9176,6637504.8428,2.00,1.17
150.80,-34.75,847897.6173,6148098.7970,175.32,5.37
150.79,-34.59,847650.7458,6165889.6504,8.51,3.64
150.73,-34.77,841403.2581,6146119.8132,632.81,1.84
150.36,-35.45,804975.1923,6071861.8088,8.53,2.39
150.54,-34.93,823377.0984,6128995.3636,5.50,5.85
150.01,-30.29,789525.6294,6645241.5646,3.83,0.76
150.10,-34.76,783752.4202,6149192.4294,4.22,0.97
150.78,-34.49,847148.7021,6177021.5778,350.21,1.12
150.65,-34.77,834077.4127,6146389.2513,78.50,31.51
150.76,-34.76,844192.0975,6147127.0214,718.11,0.09
151.36,-32.85,908144.0441,6356908.3097,2.19,1.21
150.78,-34.59,846732.9848,6165924.1195,7.82,3.58
150.12,-33.43,790092.1765,6296687.6101,12.22,5.56
149.87,-32.37,770041.1201,6414928.5708,2.71,0.60
150.10,-34.75,783786.6746,6150301.9191,4.75,1.08
150.17,-33.01,796156.6509,6343138.4115,2.18,0.60
150.63,-31.37,845303.1198,6523692.7288,6.86,1.51
150.73,-31.52,854255.7471,6506732.9457,8.05,1.32
150.66,-31.27,848527.5200,6534691.5638,5.52,1.07
150.69,-31.50,850529.1360,6509080.5915,6.73,0.96
150.74,-31.51,855244.0180,6507809.9294,5.96,1.00
150.65,-31.39,847133.1008,6521410.9789,7.62,1.47
151.96,-32.29,967270.0752,6416598.1706,19.29,15.53
151.41,-32.66,913708.3689,6377802.0854,6.69,1.86
150.05,-30.52,792687.1283,6619633.6139,14.18,0.43
150.62,-31.37,844351.2871,6523724.1198,7.32,1.77
150.24,-31.00,809388.0084,6565889.6494,1.65,0.40
150.65,-31.34,847317.2691,6526957.7384,5.53,0.90
151.95,-32.30,966275.6085,6415531.5872,9.95,3.43
151.94,-32.31,965281.3431,6414464.9290,13.93,14.29
150.03,-30.53,790737.1790,6618576.4754,11.57,0.16
150.23,-30.99,808464.8601,6567026.5449,1.15,0.21
150.93,-32.36,869876.5138,6412863.7740,5.56,0.62
150.72,-31.45,853569.0989,6514531.1220,4.48,1.70
150.25,-30.98,810408.2480,6568079.9372,0.48,0.10
150.25,-30.98,810408.2480,6568079.9372,0.48,0.10
150.69,-31.50,850529.1360,6509080.5915,6.73,0.96
150.24,-31.00,809388.0084,6565889.6494,1.65,0.40
150.25,-30.99,810375.8253,6566970.8447,1.00,0.23
150.25,-31.00,810343.3931,6565861.7509,1.49,0.39
150.25,-30.98,810408.2480,6568079.9372,0.48,0.10
150.25,-30.98,810408.2480,6568079.9372,0.48,0.10
150.25,-30.98,810408.2480,6568079.9372,0.48,0.10
150.25,-30.98,810408.2480,6568079.9372,0.48,0.10
150.25,-30.98,810408.2480,6568079.9372,0.48,0.10
150.25,-30.98,810408.2480,6568079.9372,0.48,0.10
150.25,-30.98,810408.2480,6568079.9372,0.48,0.10
150.25,-30.98,810408.2480,6568079.9372,0.48,0.10
151.27,-32.81,899892.2314,6361692.8046,10.55,4.96
150.71,-31.26,853329.2277,6535641.6627,5.23,0.74
150.24,-30.99,809420.3405,6566998.7379,1.10,0.23
150.23,-30.99,808464.8601,6567026.5449,1.15,0.21
150.25,-30.98,810408.2480,6568079.9372,0.48,0.10
150.69,-31.51,850491.7472,6507971.2025,6.84,0.97
151.42,-32.68,914554.6389,6375543.1085,6.63,2.04
151.41,-32.65,913754.5570,6378912.0060,64.44,0.77
150.03,-33.03,783008.0793,6341305.9923,4.00,0.74
150.25,-30.97,810440.6613,6569189.0286,7.83,0.00
150.69,-31.50,850529.1360,6509080.5915,6.73,0.96
151.57,-32.67,928683.4443,6376055.4229,15.87,4.30
150.68,-31.51,849541.3077,6508003.1955,6.57,0.89
150.69,-31.50,850529.1360,6509080.5915,6.73,0.96
150.69,-31.51,850491.7472,6507971.2025,6.84,0.97
150.69,-31.25,851460.3827,6536814.9862,4.10,0.66
150.70,-31.50,851479.6822,6509048.5171,7.05,1.05
150.03,-33.02,783040.0797,6342415.2317,3.77,0.66
150.25,-30.98,810408.2480,6568079.9372,0.48,0.10
150.24,-30.99,809420.3405,6566998.7379,1.10,0.23
150.71,-31.26,853329.2277,6535641.6627,5.23,0.74
150.68,-31.52,849504.0100,6506893.8112,6.46,0.88
151.47,-32.70,919154.4084,6373126.1815,10.39,2.83
150.05,-30.64,792326.4010,6606326.3070,4.31,0.44
149.28,-31.84,715756.7645,6475033.4444,0.82,0.49
150.24,-30.98,809452.6631,6568107.8253,0.67,0.12
151.46,-32.70,918215.9087,6373165.7736,9.79,2.65
150.61,-31.35,843472.3051,6525974.0814,5.09,1.03
150.56,-31.17,839356.8576,6546096.4655,1.48,0.44
150.70,-31.59,851141.8810,6499063.9286,3.47,0.44
149.97,-30.40,785356.6762,6633145.3650,24.61,0.19
151.46,-32.70,918215.9087,6373165.7736,9.79,2.65
150.26,-30.99,811331.3146,6566942.8652,0.84,0.20
150.26,-30.99,811331.3146,6566942.8652,0.84,0.20
150.00,-30.39,788269.7585,6634178.1665,1.83,1.00
150.63,-31.37,845303.1198,6523692.7288,6.86,1.51
150.70,-31.58,851179.4572,6500173.3314,5.60,0.82
150.68,-31.24,850544.3156,6537956.1870,3.60,0.68
150.66,-31.22,848711.5582,6540238.2904,31.08,0.08
151.35,-32.74,907710.2154,6369155.8444,7.49,4.84
151.37,-32.82,909218.8786,6360199.2451,2.63,2.40
150.09,-30.45,796740.0435,6627291.6705,32.08,0.00
150.25,-30.98,810408.2480,6568079.9372,0.48,0.10
150.54,-31.24,837200.3406,6538392.8076,1.78,0.39
150.66,-31.52,847603.3492,6506957.5466,11.19,0.45
150.58,-31.40,840435.5698,6520520.8701,3.24,0.83
150.63,-31.40,845193.1640,6520364.7008,6.64,1.30
150.75,-31.47,856346.4206,6512215.1007,5.97,1.51
150.58,-31.21,841120.7439,6541597.6877,2.01,0.42
149.86,-32.56,768534.7673,6393880.9705,3.60,0.54
150.65,-31.33,847354.0710,6528067.0873,5.03,0.81
150.89,-31.89,867995.0716,6465151.1047,4.93,1.36
150.56,-31.17,839356.8576,6546096.4655,1.48,0.44
149.98,-30.37,786405.4937,6636446.7362,16.96,0.81
151.33,-32.71,905970.4870,6372562.4759,3.43,3.16
150.68,-31.53,849466.7017,6505784.4258,6.09,0.81
150.66,-31.38,848121.7015,6522488.6751,6.46,1.21
150.70,-31.51,851442.1915,6507939.1224,7.39,1.16
150.22,-31.45,806021.6421,6516035.4460,1.00,0.00
150.27,-31.48,810676.6436,6512567.3295,11.77,1.02
150.19,-31.48,803072.3515,6512791.4294,13.88,0.86
150.06,-31.46,790777.8537,6515361.8267,8.45,1.42
150.12,-31.40,796671.0856,6521855.6013,5.84,1.13
150.07,-31.40,791914.6298,6521989.5981,5.60,0.94
150.72,-28.98,862533.5386,6788522.9623,13.48,3.22
150.11,-31.40,795719.7862,6521882.5744,5.89,1.14
149.73,-30.56,761859.5104,6615986.0606,6.63,0.87
150.40,-29.19,830654.8096,6766175.3654,6.41,1.07
149.87,-30.21,776277.6459,6654461.0458,10.48,2.04
150.05,-31.41,789981.2835,6520933.5449,7.12,1.50
150.03,-31.46,787925.8660,6515441.0067,13.15,2.78
148.59,-32.13,649980.1354,6444047.6861,3.45,0.82
150.73,-29.09,863122.7714,6776291.3190,17.19,4.65
150.37,-32.09,818083.6504,6444615.3253,4.21,0.90
148.94,-31.35,684540.5680,6529982.4166,9.58,2.29
149.67,-31.66,753163.4142,6494152.2270,5.17,1.16
149.90,-31.51,775420.9610,6510230.1541,7.68,2.14
149.82,-30.40,770938.8531,6633514.3252,6.18,0.98
148.31,-32.06,623660.5954,6452163.2582,2.37,0.63
150.24,-29.14,815238.5663,6772160.2450,3.87,0.75
149.45,-31.20,733435.4814,6545646.2885,12.53,3.26
148.68,-32.20,658349.4379,6436158.1628,1.72,0.51
150.04,-32.15,786734.5646,6438887.5507,3.69,0.67
149.53,-31.49,740321.0452,6513319.0339,12.71,4.90
150.04,-32.15,786734.5646,6438887.5507,3.69,0.67
150.35,-32.14,816022.3704,6439127.8618,3.86,0.61
148.64,-32.23,654527.9940,6432890.4145,1.46,0.24
149.47,-31.76,733942.9219,6483510.7439,2.01,0.53
150.35,-32.13,816056.9090,6440237.1386,3.78,0.77
149.84,-31.90,768592.8382,6467129.0229,15.52,0.93
150.38,-31.53,820961.8250,6506703.9953,7.09,1.87
148.63,-32.23,653585.6394,6432904.7600,9.65,0.24
150.25,-29.07,816426.4731,6779895.5103,2.45,0.33
149.90,-31.66,774979.5868,6493595.1877,20.84,9.45
150.04,-32.15,786734.5646,6438887.5507,3.69,0.67
148.64,-32.19,654595.6718,6437325.0503,1.49,0.18
150.49,-31.55,831342.3506,6504157.3683,3.30,0.91
148.46,-32.20,637611.1004,6436461.0549,2.90,0.46
148.64,-32.20,654578.7594,6436216.3938,1.68,0.39
149.92,-31.67,776847.0417,6492435.5524,20.33,9.92
149.19,-31.94,707014.1596,6464121.1782,4.50,1.01
149.96,-31.45,781301.2924,6516731.7252,7.13,2.06
149.94,-31.43,779459.2573,6519000.8452,6.19,2.02
150.14,-29.47,804521.2147,6735832.7981,9.64,2.48
149.56,-31.82,742312.9503,6476660.3050,4.90,2.77
150.14,-29.47,804521.2147,6735832.7981,9.64,2.48
148.79,-32.14,668829.6673,6442642.9277,3.23,0.79
150.38,-31.54,820927.5609,6505594.7719,7.74,1.68
149.79,-30.41,768028.0516,6632477.0216,6.37,0.84
148.68,-32.21,658332.1078,6435049.4949,2.12,0.57
150.64,-29.01,854628.8493,6785438.7706,19.76,1.75
149.62,-31.70,748314.4223,6489831.6510,6.43,1.41
148.81,-31.79,671365.4684,6481414.6044,6.15,0.82
150.15,-29.47,805491.5343,6735806.5685,3.79,0.83
149.64,-31.67,750291.1245,6493112.5860,33.38,0.00
149.82,-30.39,770966.4876,6634623.1329,5.83,0.96
149.98,-32.00,781532.9836,6455682.4114,5.36,1.28
148.66,-32.23,656412.7095,6432861.4601,1.54,0.52
150.24,-31.50,807759.4069,6510433.7264,12.60,0.93
149.76,-30.38,765226.0638,6635874.0998,6.43,0.70
149.54,-31.85,740341.4827,6473378.1228,5.54,2.94
150.49,-31.55,831342.3506,6504157.3683,3.30,0.91
148.08,-32.00,602014.4412,6459054.7717,3.33,1.10
150.67,-28.83,858172.9948,6805312.3145,12.34,0.40
148.81,-31.79,671365.4684,6481414.6044,6.15,0.82
149.81,-30.41,769950.1533,6632429.4365,6.41,0.97
149.86,-30.24,775230.9522,6651158.8821,9.46,1.68
148.65,-32.15,655606.4564,6441745.2463,3.11,0.63
149.05,-31.82,694029.3071,6477685.0315,2.42,0.82
149.76,-30.40,765171.9820,6633656.5413,6.38,0.72
149.93,-31.42,778537.9289,6520135.2592,6.25,1.96
150.59,-31.65,840477.2845,6492756.4367,4.13,0.86
150.49,-31.55,831342.3506,6504157.3683,3.30,0.91
149.83,-30.44,771788.9982,6629055.0620,8.19,1.55
148.58,-32.14,649020.4933,6442952.9366,3.18,0.67
148.66,-32.14,656566.7357,6442839.3980,3.43,0.81
149.74,-30.37,763330.2448,6637029.5735,6.12,0.70
149.87,-31.61,772279.6948,6499215.4160,21.60,7.62
149.71,-30.49,760127.0248,6623793.8377,6.97,0.94
149.90,-31.66,774979.5868,6493595.1877,20.84,9.45
149.27,-31.30,716052.7712,6534925.5467,16.62,3.69
148.73,-32.19,663080.6748,6437192.0778,2.64,0.89
149.64,-31.81,749914.5460,6477587.8674,5.81,1.89
149.80,-30.43,768934.1834,6630235.6685,7.01,1.04
149.78,-31.77,763285.6024,6481692.9815,3.01,0.33
149.78,-30.38,767148.7312,6635827.0536,5.81,0.76
149.77,-30.40,766133.1171,6633633.0515,6.12,0.71
150.19,-31.45,803169.1510,6516118.7861,5.28,0.55
149.71,-31.82,756515.5790,6476315.6732,3.78,0.94
149.81,-30.24,770417.2908,6651278.9343,9.10,2.11
150.74,-29.05,864237.9408,6780697.1206,16.29,4.72
149.71,-31.53,757314.8930,6508474.5889,5.69,1.30
150.62,-31.70,843139.9326,6487115.4824,6.55,1.36
149.42,-31.87,728934.2065,6471420.0273,2.72,0.95
149.91,-31.61,776076.0043,6499114.9655,6.31,1.55
148.81,-31.67,671586.5668,6494718.1218,1.66,0.20
148.64,-32.21,654561.8423,6435107.7356,1.62,0.40
148.65,-32.22,655487.3805,6433984.6450,1.60,0.45
149.90,-30.07,779561.6424,6669911.1728,10.81,2.73
148.67,-31.48,658634.4540,6515992.5585,2.04,1.02
149.76,-31.84,761193.5693,6473978.4860,4.95,1.18
150.18,-31.47,802154.0083,6513928.1654,9.14,1.31
148.63,-32.10,653803.9755,6447317.2007,4.12,1.07
148.59,-32.22,649832.6510,6434069.9134,2.40,0.43
150.78,-29.10,867958.4570,6775026.6686,16.30,3.80
148.71,-32.22,661142.1842,6433896.2155,1.73,0.70
149.68,-31.94,753346.0086,6463078.8483,2.52,0.53
148.50,-32.03,641643.9982,6455255.5323,2.85,0.44
150.19,-29.63,808885.1755,6717958.5106,9.79,0.30
150.54,-29.02,844846.3156,6784626.3641,6.40,1.66
149.74,-31.83,759328.2106,6475135.4261,10.88,0.47
148.55,-32.25,646014.8673,6430799.0773,2.54,0.42
150.90,-33.57,862070.5269,6278699.6619,11.24,2.46
150.03,-31.22,788658.6603,6542057.6382,2.45,1.37
150.18,-31.31,802667.5428,6531673.8448,5.85,0.92
150.12,-31.36,796797.0025,6526291.8987,5.18,1.10
150.09,-31.33,794035.3345,6529699.6661,2.48,1.50
150.33,-34.58,805474.1401,6168490.1570,12.02,2.94
150.41,-34.53,813003.4317,6173792.7167,8.63,2.02
150.48,-34.44,819775.3879,6183559.8337,10.46,3.29
150.31,-34.54,803784.3360,6172988.7710,7.31,2.16
150.46,-34.59,817366.5704,6166978.8491,22.75,6.33
150.25,-34.59,798096.8046,6167620.1581,8.95,2.69
150.66,-33.58,839737.7724,6278404.5440,9.43,2.27
149.38,-31.35,726405.2250,6529160.9043,2.72,0.39
148.83,-31.80,673240.6336,6480274.2601,3.35,0.91
149.38,-31.55,725924.3378,6506985.5505,20.63,0.12
150.38,-34.50,810359.9778,6177214.0618,6.23,1.25
149.02,-31.81,691209.9386,6478846.9380,2.19,1.05
149.50,-31.37,737773.4931,6526690.1568,2.98,0.67
149.10,-31.80,698805.5251,6479812.0586,1.93,0.60
149.09,-31.81,697837.3192,6478721.5905,1.13,0.00
150.38,-34.53,810248.5812,6173885.3543,8.46,1.72
150.54,-34.12,826528.5103,6218876.0120,12.37,5.63
150.68,-33.58,841595.2578,6278338.6458,9.73,2.43
150.33,-34.54,805620.6318,6172928.3736,7.75,1.96
150.85,-33.54,857549.6808,6282202.6694,26.12,5.10
150.46,-31.50,828667.8938,6509794.2400,1.78,0.26
151.12,-33.72,881844.0210,6261259.9493,24.04,9.14
149.45,-31.54,732595.8111,6507947.6814,1.79,0.47
150.62,-34.09,834029.3982,6221945.7963,13.12,0.54
149.04,-31.81,693103.4627,6478811.5608,2.22,0.84
150.42,-34.50,814034.4419,6177090.4120,7.22,1.48
149.94,-31.11,780405.2960,6554488.0606,2.87,0.61
150.17,-31.01,802668.7994,6564973.4684,2.62,0.50
149.69,-31.39,755795.9300,6524045.9081,2.32,0.47
149.62,-31.33,749295.8013,6530859.8247,2.93,0.54
149.21,-31.94,708905.1138,6464082.7475,2.16,0.48
150.68,-33.68,841200.0083,6267242.6071,5.33,1.10
150.70,-33.71,842935.9262,6263847.3902,5.03,1.15
149.93,-32.17,776294.8445,6436957.3921,1.94,1.52
150.65,-33.74,838181.3191,6260683.8756,104.12,1.17
150.70,-33.71,842935.9262,6263847.3902,5.03,1.15
149.77,-31.12,764157.5478,6553797.1304,2.78,1.38
150.57,-34.16,829141.6239,6214341.1014,5.18,1.17
149.59,-31.36,746362.0890,6527600.8742,2.91,0.51
149.72,-31.28,758951.0202,6536173.4332,3.38,0.51
150.42,-34.55,813846.5277,6171542.4777,10.42,2.47
150.73,-33.62,846078.9116,6273733.8219,5.73,3.59
148.91,-31.60,681203.7751,6502316.9426,3.26,0.29
150.16,-31.03,801650.4423,6562782.5803,3.14,0.62
149.74,-31.19,761103.4171,6546106.2109,7.99,0.51
149.49,-31.88,735532.6385,6470161.2105,2.21,0.62
149.53,-31.59,740064.7559,6502230.6609,1.47,0.31
150.18,-31.02,803592.3033,6563837.1087,2.12,0.46
150.43,-34.49,814990.7308,6178168.8589,11.77,2.89
150.66,-31.67,847045.6681,6490316.8284,12.07,1.05
149.87,-31.22,773409.8529,6542464.9495,2.99,0.68
149.54,-31.54,741142.6545,6507752.8715,1.85,0.35
149.37,-31.35,725453.6914,6529181.4368,2.68,0.38
150.73,-33.60,846158.9981,6275953.0741,13.79,1.47
150.65,-31.68,846059.7145,6489239.2654,3.30,1.85
149.47,-31.24,735242.4627,6541168.7901,2.70,0.44
150.30,-34.58,802721.0257,6168580.6643,8.70,2.26
149.70,-31.12,757479.7382,6553962.0043,2.83,0.79
149.50,-31.60,737191.9481,6501187.3437,1.59,0.39
149.43,-31.88,729855.6189,6470290.0216,15.75,0.39
149.76,-31.02,763479.4484,6564909.6284,3.94,0.66
149.83,-31.41,769056.4714,6521493.6151,7.61,0.05
151.00,-33.45,871874.3275,6291662.0119,72.20,15.24
149.64,-31.35,751146.2575,6528596.6496,3.00,0.54
149.60,-31.37,747287.3870,6526469.5906,2.93,0.50
150.39,-34.44,811501.7871,6183840.6938,6.58,4.40
149.82,-31.38,768190.7557,6524844.8872,2.25,0.34
150.16,-31.04,801618.8747,6561673.5278,3.22,0.61
149.52,-31.64,738987.6943,6496708.3670,1.97,0.45
149.38,-32.26,724194.9837,6428258.3894,2.41,0.71
150.78,-34.14,848595.3683,6215861.8736,4.81,1.31
150.69,-34.14,840291.1519,6216166.1156,4.65,1.05
150.16,-31.03,801650.4423,6562782.5803,3.14,0.62
150.41,-34.57,812853.4462,6169354.3741,10.98,2.83
149.74,-31.41,760496.8549,6521710.6216,2.23,0.25
149.85,-30.68,773036.9368,6602394.5368,2.09,0.53
149.76,-30.88,763864.3378,6580433.5665,2.19,0.56
150.45,-34.54,816638.6905,6172558.3213,10.16,2.15
150.31,-34.53,803820.7151,6174098.3141,7.42,2.53
148.65,-32.26,655419.2329,6429549.9802,1.54,0.40
149.51,-31.61,738115.5179,6500056.7495,1.77,0.42
149.56,-31.80,742365.2167,6478878.0783,14.15,0.31
148.99,-31.81,688369.6720,6478899.3495,2.66,0.75
149.82,-30.79,769854.6755,6590269.8188,2.24,0.58
149.60,-31.24,747627.5016,6540884.4146,3.11,0.51
150.51,-34.44,822533.3181,6183464.5722,12.80,3.42
150.39,-34.44,811501.7871,6183840.6938,6.58,4.40
150.35,-34.48,807677.7216,6179524.9487,9.88,1.95
150.43,-34.48,815028.3855,6179278.4453,11.95,3.24
149.80,-30.75,768051.0588,6594753.3122,2.01,0.57
150.63,-33.99,835346.6485,6233009.2555,5.59,1.27
149.68,-30.98,755946.6223,6569531.9723,2.13,0.41
150.19,-31.35,803491.2154,6527209.8971,2.73,1.30
149.59,-31.24,746674.7856,6540906.8086,3.20,0.53
150.46,-34.52,817632.9420,6174746.0985,30.86,2.05
150.58,-34.61,828299.6973,6164374.9696,234.95,66.64
150.34,-34.43,806942.0794,6185103.0791,8.24,4.40
150.77,-34.21,847385.1348,6208128.1163,4.90,1.51
150.46,-34.55,817518.8409,6171417.2843,12.72,2.87
150.50,-34.43,821652.3815,6184606.0275,10.51,2.81
150.64,-34.05,836033.9723,6226318.6693,24.59,0.19
149.59,-31.65,745601.9449,6495444.0466,2.56,0.12
149.80,-32.16,764060.5496,6438393.1886,3.95,0.90
150.66,-33.58,839737.7724,6278404.5440,9.43,2.27
150.77,-33.53,850156.2242,6283585.8412,13.88,3.08
150.67,-33.57,840705.8730,6279481.2332,47.52,16.22
150.60,-34.00,832534.7734,6231997.5860,6.40,2.04
149.86,-32.17,769691.5234,6437135.1902,3.81,1.17
151.20,-33.68,889444.4379,6265399.8811,86.54,15.34
150.66,-31.69,846971.1307,6488098.0484,3.09,1.97
150.26,-34.59,799014.3793,6167590.5330,11.85,2.91
150.50,-34.54,821229.6944,6172400.2523,20.47,6.73
150.65,-34.26,836123.0352,6202983.1642,6.00,1.59
150.64,-34.06,835994.4423,6225209.0390,72.70,0.78
150.63,-34.06,835070.9167,6225241.8980,5.32,1.85
150.47,-34.51,818589.4846,6175824.1910,9.87,2.61
150.34,-34.57,806428.5989,6169569.3652,8.10,1.76
150.56,-34.09,828490.3109,6222140.5814,13.39,5.40
150.24,-34.60,797143.5716,6166540.1693,7.42,2.03
149.22,-32.04,709622.8822,6452975.4950,1.49,0.34
149.85,-30.73,772895.9988,6596850.2290,1.83,0.50
150.26,-34.52,799265.3007,6175357.2122,23.11,8.69
148.70,-32.25,660147.0579,6430585.1403,1.64,0.48
150.65,-33.58,838809.0358,6278437.3578,11.13,2.87
150.43,-32.17,823466.9074,6435561.9580,2.42,0.40
150.29,-34.53,801984.2120,6174158.3383,7.18,3.65
148.66,-32.27,656344.1294,6428426.7791,1.55,0.42
150.58,-33.69,831885.0259,6266459.4060,65.62,16.44
150.39,-34.42,811576.1106,6186059.8202,11.37,6.09
150.51,-34.12,823760.0220,6218971.6741,17.16,10.08
149.99,-31.09,785235.9495,6556578.3390,1.85,0.58
149.53,-31.35,740678.6197,6528842.5216,2.91,0.92
150.58,-31.64,839564.7350,6493896.9767,2.97,0.76
150.23,-34.58,796297.2070,6168788.6520,7.50,2.89
150.25,-34.59,798096.8046,6167620.1581,8.95,2.69
150.72,-34.25,842613.1495,6203859.0146,6.44,3.42
150.25,-34.58,798132.5675,6168729.6835,18.95,7.91
150.36,-34.50,808522.7663,6177275.3392,6.09,1.41
150.50,-34.44,821614.0045,6183496.4173,12.33,3.41
